city,district,ward,final_ranking,sale,lat,lon
Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,36,23221.51693,20.9959112,105.8057609
Hà Nội,Quận Thanh Xuân,Phường Khương Trung,66,14693.82079,20.9973125,105.8222383
Hà Nội,Quận Thanh Xuân,Phường Khương Đình,96,14490.21489,20.9899852,105.8197278
Hà Nội,Quận Thanh Xuân,Phường Khương Mai,126,10728.61042,20.9971341,105.8290537
Hà Nội,Quận Thanh Xuân,Phường Phương Liệt,156,10448.22597,20.9917597,105.8383742
Hà Nội,Quận Thanh Xuân,Phường Thượng Đình,186,10360.48161,20.9991481,105.8144297
Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,216,9776.631972,20.9883454,105.8103351
Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Nam,246,8041.360722,20.9885347,105.8003285
Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Bắc,276,6728.862458,20.9934307,105.7988214
Hà Nội,Quận Thanh Xuân,Phường Kim Giang,306,4918.18627,20.9833034,105.8148726
Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,7,20612.51756,21.0511128,105.7833144
Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,37,19101.96805,21.0650823,105.7722035
Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,67,18405.60811,21.0513072,105.7634638
Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,97,18210.66797,21.0748042,105.7906068
Hà Nội,Quận Bắc Từ Liêm,Phường Đông Ngạc,127,12987.41033,21.0887962,105.7852886
Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Tảo,157,12027.33021,21.0611692,105.7942037
Hà Nội,Quận Bắc Từ Liêm,Phường Minh Khai,187,11427.07472,21.0603661,105.7475631
Hà Nội,Quận Bắc Từ Liêm,Phường Phúc Diễn,217,10608.89071,21.0471983,105.7517539
Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,247,6407.919346,21.078175,105.7759044
Hà Nội,Quận Bắc Từ Liêm,Phường Tây Tựu,277,5210.636735,21.0706439,105.7340397
Hà Nội,Quận Bắc Từ Liêm,Phường Thụy Phương,307,4087.810633,21.0809809,105.7668226
Hà Nội,Quận Bắc Từ Liêm,Phường Liên Mạc,337,2686.249893,21.084938,105.7541724
Hà Nội,Quận Bắc Từ Liêm,Phường Thượng Cát,367,1416.525373,21.0913325,105.73538
Hà Nội,Quận Long Biên,Phường Bồ Đề,8,14382.51546,21.0378501,105.876133
Hà Nội,Quận Long Biên,Phường Ngọc Thụy,38,11462.4009,21.0601064,105.8670441
Hà Nội,Quận Long Biên,Phường Thạch Bàn,68,10071.3452,21.0208848,105.9163931
Hà Nội,Quận Long Biên,Phường Long Biên,98,9871.994393,21.0190364,105.8842016
Hà Nội,Quận Long Biên,Phường Thượng Thanh,128,9477.42601,21.0658534,105.8830616
Hà Nội,Quận Long Biên,Phường Phúc Đồng,158,9084.982269,21.0395447,105.8979468
Hà Nội,Quận Long Biên,Phường Phúc Lợi,188,8943.891549,21.0416204,105.9257545
Hà Nội,Quận Long Biên,Phường Việt Hưng,218,8853.320371,21.0542433,105.904724
Hà Nội,Quận Long Biên,Phường Đức Giang,248,8752.481111,21.0646143,105.8977054
Hà Nội,Quận Long Biên,Phường Ngọc Lâm,278,8358.221386,21.045761,105.8718273
Hà Nội,Quận Long Biên,Phường Giang Biên,308,7915.722238,21.064662,105.9176926
Hà Nội,Quận Long Biên,Phường Sài Đồng,338,6141.311346,21.0278186,105.9230256
Hà Nội,Quận Long Biên,Phường Gia Thụy,368,5294.898837,21.0505636,105.8873854
Hà Nội,Quận Long Biên,Phường Cự Khối,398,3585.126513,21.0077077,105.90298
Hà Nội,Quận Hai Bà Trưng,Phường Vĩnh Tuy,9,25240.30686,20.998064,105.8699226
Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,39,11427.53951,20.9962306,105.857312
Hà Nội,Quận Hai Bà Trưng,Phường Bạch Đằng,69,8144.129702,21.0137874,105.8632823
Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,99,8076.928048,21.0058365,105.8652448
Hà Nội,Quận Hai Bà Trưng,Phường Đồng Tâm,129,7430.916262,20.9988653,105.8445167
Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,159,7220.713641,21.0063673,105.8564558
Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,189,7155.645584,20.9945382,105.8487653
Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,219,6752.887121,21.011173,105.8485322
Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,249,6457.869815,21.0171685,105.8479585
Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,279,6113.142761,21.0160501,105.8565135
Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,309,5297.92341,21.0039617,105.8461179
Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,339,5047.647112,21.0004767,105.8517351
Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,369,4280.670687,20.9990583,105.8559156
Hà Nội,Quận Hai Bà Trưng,Phường Cầu Dền,399,2973.159873,21.006139,105.850093
Hà Nội,Quận Hai Bà Trưng,Phường Phố Huế,429,2952.866109,21.0112737,105.8527389
Hà Nội,Quận Hai Bà Trưng,Phường Đống Mác,459,2779.540308,21.0110707,105.8599491
Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Mai,489,2345.82446,21.0007884,105.8601594
Hà Nội,Quận Hai Bà Trưng,Phường Đồng Nhân,519,1954.902197,21.0118254,105.8559955
Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,10,10389.47065,21.0296494,105.810283
Hà Nội,Quận Ba Đình,Phường Liễu Giai,40,9366.91739,21.0375836,105.8174205
Hà Nội,Quận Ba Đình,Phường Thành Công,70,8209.767964,21.0205111,105.8152857
Hà Nội,Quận Ba Đình,Phường Cống Vị,100,7686.199513,21.0350399,105.8101844
Hà Nội,Quận Ba Đình,Phường Vĩnh Phúc,130,7276.301951,21.0421695,105.8101415
Hà Nội,Quận Ba Đình,Phường Ngọc Hà,160,6577.47271,21.0385,105.8250869
Hà Nội,Quận Ba Đình,Phường Giảng Võ,190,6433.56671,21.0269451,105.8180198
Hà Nội,Quận Ba Đình,Phường Kim Mã,220,6280.969016,21.0314542,105.8249046
Hà Nội,Quận Ba Đình,Phường Đội Cấn,250,5894.289795,21.0346472,105.8266045
Hà Nội,Quận Ba Đình,Phường Phúc Xá,280,5708.085046,21.0456942,105.8482503
Hà Nội,Quận Ba Đình,Phường Điện Biên,310,4793.94022,21.0324225,105.8376346
Hà Nội,Quận Ba Đình,Phường Trúc Bạch,340,3998.699595,21.0460498,105.8418932
Hà Nội,Quận Ba Đình,Phường Quán Thánh,370,3157.273619,21.0415304,105.8414121
Hà Nội,Quận Ba Đình,Phường Nguyễn Trung Trực,400,1853.559243,21.0408019,105.8473342
Hà Nội,Huyện Thanh Trì,Xã Tân Triều,11,18779.26146,20.9770834,105.8042144
Hà Nội,Huyện Thanh Trì,Xã Tả Thanh Oai,41,9878.059437,20.9346957,105.8063974
Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,71,9663.353773,20.9464541,105.8553648
Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,101,8320.244364,20.9647474,105.813641
Hà Nội,Huyện Thanh Trì,Xã Vĩnh Quỳnh,131,5354.647375,20.9360832,105.8309372
Hà Nội,Huyện Thanh Trì,Xã Tam Hiệp,161,4600.904126,20.9515277,105.827072
Hà Nội,Huyện Thanh Trì,Xã Ngũ Hiệp,191,3896.006913,20.9274942,105.8546601
Hà Nội,Huyện Thanh Trì,Xã Ngọc Hồi,221,3010.35952,20.9233689,105.8426967
Hà Nội,Huyện Thanh Trì,Xã Hữu Hòa,251,2734.401412,20.9468167,105.8044079
Hà Nội,Huyện Thanh Trì,Xã Liên Ninh,281,2667.534941,20.9071773,105.8565293
Hà Nội,Huyện Thanh Trì,Thị Trấn Văn Điển,311,2141.300373,20.9475092,105.8453274
Hà Nội,Huyện Thanh Trì,Xã Vạn Phúc,341,1810.068889,20.9175478,105.8984139
Hà Nội,Huyện Thanh Trì,Xã Đông Mỹ,371,1710.517462,20.9175973,105.873665
Hà Nội,Huyện Thanh Trì,Xã Đại Áng,401,1668.433637,20.9073394,105.8305579
Hà Nội,Huyện Thanh Trì,Xã Yên Mỹ,431,1089.49947,20.947154,105.870189
Hà Nội,Huyện Thanh Trì,Xã Duyên Hà,461,822.0435564,20.9248072,105.8785632
Hà Nội,Huyện Gia Lâm,Xã Đa Tốn,12,16473.28668,20.9862042,105.930004
Hà Nội,Huyện Gia Lâm,Thị Trấn Trâu Quỳ,42,12937.86124,21.0120565,105.9331088
Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,72,5541.331122,21.0817772,105.945003
Hà Nội,Huyện Gia Lâm,Xã Đặng Xá,102,4637.472701,21.0273734,105.9587969
Hà Nội,Huyện Gia Lâm,Xã Yên Thường,132,3209.975757,21.1035439,105.9155631
Hà Nội,Huyện Gia Lâm,Xã Dương Xá,162,3194.920628,21.0046345,105.970087
Hà Nội,Huyện Gia Lâm,Xã Kiêu Kỵ,192,3049.649841,20.9825579,105.9564399
Hà Nội,Huyện Gia Lâm,Xã Bát Tràng,222,2917.2285,20.9796328,105.9146403
Hà Nội,Huyện Gia Lâm,Thị Trấn Yên Viên,252,2732.471896,21.086578,105.9190616
Hà Nội,Huyện Gia Lâm,Xã Cổ Bi,282,2274.410017,21.0316295,105.9407692
Hà Nội,Huyện Gia Lâm,Xã Yên Viên,312,2148.801611,21.0900361,105.9137494
Hà Nội,Huyện Gia Lâm,Xã Kim Sơn,342,2011.762512,21.0260269,105.9879282
Hà Nội,Huyện Gia Lâm,Xã Lệ Chi,372,1937.671904,21.039526,106.0028314
Hà Nội,Huyện Gia Lâm,Xã Phù Đổng,402,1763.380494,21.0557012,105.9599383
Hà Nội,Huyện Gia Lâm,Xã Phú Thị,432,1680.136261,21.0221855,105.9705301
Hà Nội,Huyện Gia Lâm,Xã Dương Quang,462,1597.184246,21.0045144,105.9811592
Hà Nội,Huyện Gia Lâm,Xã Đình Xuyên,492,1596.691078,21.0769282,105.9347661
Hà Nội,Huyện Gia Lâm,Xã Đông Dư,522,1594.347393,20.9992431,105.9172337
Hà Nội,Huyện Gia Lâm,Xã Kim Lan,552,1358.600239,20.9591007,105.9045091
Hà Nội,Huyện Gia Lâm,Xã Dương Hà,582,1335.625071,21.0744298,105.9262555
Hà Nội,Huyện Gia Lâm,Xã Văn Đức,612,954.6590126,21.081217,105.913428
Hà Nội,Huyện Gia Lâm,Xã Trung Mầu,642,615.9087296,21.061732,105.989442
Hà Nội,Quận Tây Hồ,Phường Xuân La,13,16109.57853,21.0632614,105.8070213
Hà Nội,Quận Tây Hồ,Phường Phú Thượng,43,11936.23216,21.081992,105.8073736
Hà Nội,Quận Tây Hồ,Phường Yên Phụ,73,8891.160931,21.0536973,105.8413419
Hà Nội,Quận Tây Hồ,Phường Bưởi,103,8625.877565,21.0501972,105.8107606
Hà Nội,Quận Tây Hồ,Phường Quảng An,133,7428.731308,21.0651132,105.8256634
Hà Nội,Quận Tây Hồ,Phường Thụy Khuê,163,6359.731445,21.0415726,105.8264577
Hà Nội,Quận Tây Hồ,Phường Nhật Tân,193,5959.614865,21.0779203,105.8244598
Hà Nội,Quận Tây Hồ,Phường Tứ Liên,223,5520.029388,21.0656505,105.8377445
Hà Nội,Huyện Đông Anh,Thị Trấn Đông Anh,14,6046.928134,21.1506087,105.8456762
Hà Nội,Huyện Đông Anh,Xã Kim Chung,44,4382.792351,21.1317734,105.778368
Hà Nội,Huyện Đông Anh,Xã Đông Hội,74,4157.699613,21.0763131,105.8786744
Hà Nội,Huyện Đông Anh,Xã Vĩnh Ngọc,104,3953.488793,21.1080354,105.8234806
Hà Nội,Huyện Đông Anh,Xã Uy Nỗ,134,3832.521756,21.1391877,105.8584423
Hà Nội,Huyện Đông Anh,Xã Hải Bối,164,3487.501145,21.1168799,105.803121
Hà Nội,Huyện Đông Anh,Xã Liên Hà,194,3031.994227,21.1514687,105.9005513
Hà Nội,Huyện Đông Anh,Xã Tiên Dương,224,2922.687921,21.1526727,105.8333189
Hà Nội,Huyện Đông Anh,Xã Nam Hồng,254,2818.955293,21.1678758,105.7852402
Hà Nội,Huyện Đông Anh,Xã Nguyên Khê,284,2743.183604,21.1780917,105.8394477
Hà Nội,Huyện Đông Anh,Xã Võng La,314,2536.163662,21.108679,105.7709655
Hà Nội,Huyện Đông Anh,Xã Dục Tú,344,2493.094997,21.1152711,105.8975949
Hà Nội,Huyện Đông Anh,Xã Việt Hùng,374,2458.277681,21.1367662,105.8760518
Hà Nội,Huyện Đông Anh,Xã Cổ Loa,404,2419.062367,21.1161428,105.8701982
Hà Nội,Huyện Đông Anh,Xã Vân Nội,434,2418.266776,21.1526719,105.815577
Hà Nội,Huyện Đông Anh,Xã Thụy Lâm,464,2248.77257,21.1765007,105.8970217
Hà Nội,Huyện Đông Anh,Xã Kim Nỗ,494,2173.003859,21.1326224,105.7936113
Hà Nội,Huyện Đông Anh,Xã Đại Mạch,524,2126.861746,21.1274934,105.7578371
Hà Nội,Huyện Đông Anh,Xã Mai Lâm,554,2038.325832,21.0870535,105.8874594
Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,584,1788.245375,21.1789807,105.8064795
Hà Nội,Huyện Đông Anh,Xã Xuân Nộn,614,1749.053842,21.1843409,105.8733706
Hà Nội,Huyện Đông Anh,Xã Xuân Canh,644,1713.698619,21.0891916,105.8508567
Hà Nội,Huyện Đông Anh,Xã Vân Hà,674,1461.834339,21.1477348,105.9160492
Hà Nội,Huyện Đông Anh,Xã Tàm Xá,704,749.379185,21.1098374,105.843241
Hà Nội,Huyện Hoài Đức,Xã An Khánh,15,15033.83561,21.0023161,105.7179738
Hà Nội,Huyện Hoài Đức,Xã Kim Chung,45,7194.439778,21.0528608,105.705721
Hà Nội,Huyện Hoài Đức,Xã Vân Canh,75,6580.62943,21.0349666,105.7296033
Hà Nội,Huyện Hoài Đức,Xã La Phù,105,3457.210317,20.9831862,105.7315043
Hà Nội,Huyện Hoài Đức,Xã An Thượng,135,3446.551924,20.9940074,105.7040625
Hà Nội,Huyện Hoài Đức,Xã Di Trạch,165,3096.234959,21.0498409,105.7207904
Hà Nội,Huyện Hoài Đức,Xã Đông La,195,3073.918138,20.9659419,105.7221001
Hà Nội,Huyện Hoài Đức,Xã Đức Thượng,225,2885.650211,21.0738441,105.694728
Hà Nội,Huyện Hoài Đức,Thị Trấn Trạm Trôi,255,2530.252942,21.0698562,105.7076738
Hà Nội,Huyện Hoài Đức,Xã Vân Côn,285,2180.733225,20.9905598,105.6786274
Hà Nội,Huyện Hoài Đức,Xã Dương Liễu,315,2078.667076,21.0565672,105.6748747
Hà Nội,Huyện Hoài Đức,Xã Song Phương,345,2051.102696,21.0175443,105.6971079
Hà Nội,Huyện Hoài Đức,Xã Đức Giang,375,1882.707287,21.0601674,105.7056739
Hà Nội,Huyện Hoài Đức,Xã Cát Quế,405,1849.433316,21.0507951,105.6782037
Hà Nội,Huyện Hoài Đức,Xã Yên Sở,435,1697.710647,21.0438086,105.6804944
Hà Nội,Huyện Hoài Đức,Xã Sơn Đồng,465,1683.118172,21.0409253,105.6995826
Hà Nội,Huyện Hoài Đức,Xã Lại Yên,495,1358.232557,21.0258295,105.7078686
Hà Nội,Huyện Hoài Đức,Xã Tiền Yên,525,928.2447275,21.0261465,105.6863449
Hà Nội,Huyện Hoài Đức,Xã Minh Khai,555,753.7572241,21.0658814,105.6740904
Hà Nội,Huyện Hoài Đức,Xã Đắc Sở,585,638.0041771,21.034417,105.6836827
Hà Nội,Quận Hoàn Kiếm,Phường Trần Hưng Đạo,16,6465.405544,21.0230081,105.8468195
Hà Nội,Quận Hoàn Kiếm,Phường Chương Dương,46,6034.426229,21.0259068,105.8612108
Hà Nội,Quận Hoàn Kiếm,Phường Phan Chu Trinh,76,5150.731372,21.0210957,105.8579407
Hà Nội,Quận Hoàn Kiếm,Phường Tràng Tiền,106,3815.663843,21.025306,105.8554601
Hà Nội,Quận Hoàn Kiếm,Phường Phúc Tân,136,3743.792898,21.0363416,105.855503
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bài,166,3554.539233,21.0210073,105.85219
Hà Nội,Quận Hoàn Kiếm,Phường Cửa Nam,196,3255.323069,21.0249965,105.8423489
Hà Nội,Quận Hoàn Kiếm,Phường Lý Thái Tổ,226,3152.544066,21.0312636,105.8552522
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,256,2741.571102,21.0288036,105.8458912
Hà Nội,Quận Hoàn Kiếm,Phường Cửa Đông,286,2440.453888,21.0325617,105.8454043
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Trống,316,2436.184593,21.028966,105.8505357
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Mã,346,2200.809841,21.0376748,105.846332
Hà Nội,Quận Hoàn Kiếm,Phường Đồng Xuân,376,2057.666651,21.0388537,105.8500621
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm,406,2037.959866,21.035662,105.8523329
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bồ,436,1518.936362,21.0350539,105.8478078
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Gai,466,1439.403763,21.0321611,105.8490719
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bạc,496,1427.658174,21.0337473,105.8523179
Hà Nội,Quận Hoàn Kiếm,Phường Hàng Đào,526,1103.41148,21.0342097,105.850201
Hà Nội,Huyện Sóc Sơn,Xã Phù Lỗ,17,2961.009695,21.1995929,105.8422428
Hà Nội,Huyện Sóc Sơn,Xã Mai Đình,47,2959.420293,21.224692,105.8315291
Hà Nội,Huyện Sóc Sơn,Xã Tiên Dược,77,2547.948151,21.2501095,105.8486755
Hà Nội,Huyện Sóc Sơn,Xã Phú Cường,107,2445.658106,21.2060361,105.7883766
Hà Nội,Huyện Sóc Sơn,Xã Phú Minh,137,2178.30803,21.1979357,105.8200975
Hà Nội,Huyện Sóc Sơn,Xã Trung Giã,167,1878.66563,21.3133162,105.8674362
Hà Nội,Huyện Sóc Sơn,Xã Thanh Xuân,197,1786.044377,21.228726,105.758356
Hà Nội,Huyện Sóc Sơn,Xã Quang Tiến,227,1641.1493,21.2381645,105.8052746
Hà Nội,Huyện Sóc Sơn,Xã Minh Trí,257,1621.723083,21.2731725,105.7496094
Hà Nội,Huyện Sóc Sơn,Xã Phù Linh,287,1534.745879,21.2709877,105.8543378
Hà Nội,Huyện Sóc Sơn,Xã Đông Xuân,317,1527.386611,21.2147406,105.8675302
Hà Nội,Huyện Sóc Sơn,Xã Tân Dân,347,1521.321284,21.2421237,105.7468915
Hà Nội,Huyện Sóc Sơn,Xã Minh Phú,377,1437.80358,21.2711786,105.7784773
Hà Nội,Huyện Sóc Sơn,Xã Tân Minh,407,1412.202886,21.2644265,105.8781065
Hà Nội,Huyện Sóc Sơn,Thị Trấn Sóc Sơn,437,1384.429256,21.2572652,105.8481633
Hà Nội,Huyện Sóc Sơn,Xã Bắc Sơn,467,1356.942149,21.3622778,105.8185963
Hà Nội,Huyện Sóc Sơn,Xã Hồng Kỳ,497,1231.924413,21.3166319,105.8554811
Hà Nội,Huyện Sóc Sơn,Xã Hiền Ninh,527,1215.777732,21.2476318,105.7915238
Hà Nội,Huyện Sóc Sơn,Xã Tân Hưng,557,1079.052947,21.3033369,105.8994135
Hà Nội,Huyện Sóc Sơn,Xã Xuân Giang,587,1047.368972,21.2428035,105.8985645
Hà Nội,Huyện Sóc Sơn,Xã Xuân Thu,617,944.6554813,21.2015356,105.8926656
Hà Nội,Huyện Sóc Sơn,Xã Bắc Phú,647,929.7735319,21.2765479,105.8913389
Hà Nội,Huyện Sóc Sơn,Xã Nam Sơn,677,899.3098699,21.3168027,105.8264792
Hà Nội,Huyện Sóc Sơn,Xã Đức Hòa,707,790.3571168,21.229502,105.8818296
Hà Nội,Huyện Sóc Sơn,Xã Kim Lũ,737,790.0994092,21.201972,105.9065043
Hà Nội,Huyện Sóc Sơn,Xã Việt Long,767,594.7121298,21.2471363,105.9157546
Hà Nội,Huyện Thạch Thất,Xã Thạch Hòa,18,6396.565768,20.9830888,105.5309806
Hà Nội,Huyện Thạch Thất,Xã Hữu Bằng,48,3220.050858,21.029427,105.618751
Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,78,2749.848538,21.0149202,105.6203661
Hà Nội,Huyện Thạch Thất,Xã Tân Xã,108,2244.415631,21.0211398,105.5504554
Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,138,1993.947692,21.0448029,105.6106261
